x	y			kolo	kwadrat	pi							kolo	kwadrat				
307	199	0	1	5620	7106	3,163523783												
87	49	0	1	5621	7107	3,16364148												
127	22	0	1	5622	7108	3,163759145												
48	236	0	1	5623	7109	3,163876776												
338	16	0	0	5623	7110	3,163431786												
341	210	0	1	5624	7111	3,16354943												
185	361	0	1	5625	7112	3,163667042												
190	399	0	1	5626	7113	3,16378462												
365	10	0	0	5626	7114	3,163339893												
118	114	0	1	5627	7115	3,163457484												
190	286	0	1	5628	7116	3,163575042												
274	283	0	1	5629	7117	3,163692567												
358	90	0	1	5630	7118	3,163810059												
15	331	0	0	5630	7119	3,163365641												
32	263	0	1	5631	7120	3,163483146												
192	12	0	1	5632	7121	3,163600618												
246	302	0	1	5633	7122	3,163718057												
311	260	0	1	5634	7123	3,163835463												
239	267	0	1	5635	7124	3,163952835												
38	184	0	1	5636	7125	3,164070175												
257	383	0	1	5637	7126	3,164187482												
120	369	0	1	5638	7127	3,164304757												
79	354	0	1	5639	7128	3,164421998												
94	21	0	0	5639	7129	3,163978118												
78	176	0	1	5640	7130	3,164095372												
260	58	0	1	5641	7131	3,164212593												
6	335	0	0	5641	7132	3,163768929												
140	225	0	1	5642	7133	3,163886163												
135	52	0	1	5643	7134	3,164003364												
168	271	0	1	5644	7135	3,164120533												
343	392	0	0	5644	7136	3,16367713												
271	397	0	0	5644	7137	3,163233852												
313	324	0	1	5645	7138	3,163351079												
127	207	0	1	5646	7139	3,163468273												
271	340	0	1	5647	7140	3,163585434												
196	203	0	1	5648	7141	3,163702563												
375	330	0	0	5648	7142	3,163259591												
86	209	0	1	5649	7143	3,163376732												
30	291	0	1	5650	7144	3,163493841												
110	215	0	1	5651	7145	3,163610917												
398	117	0	0	5651	7146	3,163168206												
359	155	0	1	5652	7147	3,163285295												
353	104	0	1	5653	7148	3,16340235												
382	98	0	0	5653	7149	3,162959855												
265	375	0	1	5654	7150	3,163076923												
229	87	0	1	5655	7151	3,163193959												
140	212	0	1	5656	7152	3,163310962												
150	230	0	1	5657	7153	3,163427932												
181	242	0	1	5658	7154	3,16354487												
355	194	0	1	5659	7155	3,163661775												
344	183	0	1	5660	7156	3,163778647												
283	383	0	0	5660	7157	3,163336594												
179	209	0	1	5661	7158	3,163453479												
243	275	0	1	5662	7159	3,163570331												
132	360	0	1	5663	7160	3,163687151												
369	347	0	0	5663	7161	3,163245357												
135	65	0	1	5664	7162	3,163362189												
74	166	0	1	5665	7163	3,163478989												
127	283	0	1	5666	7164	3,163595757												
233	85	0	1	5667	7165	3,163712491												
391	295	0	0	5667	7166	3,163271002												
85	341	0	1	5668	7167	3,163387749												
311	103	0	1	5669	7168	3,163504464												
136	33	0	1	5670	7169	3,163621147												
3	109	0	0	5670	7170	3,163179916												
13	144	0	1	5671	7171	3,163296611												
100	21	0	0	5671	7172	3,162855549												
311	235	0	1	5672	7173	3,162972257												
77	66	0	1	5673	7174	3,163088932												
28	310	0	0	5673	7175	3,162648084												
135	247	0	1	5674	7176	3,162764771												
2	265	0	0	5674	7177	3,162324091												
197	267	0	1	5675	7178	3,162440791												
366	115	0	1	5676	7179	3,162557459												
102	400	0	0	5676	7180	3,162116992												
169	148	0	1	5677	7181	3,162233672												
159	271	0	1	5678	7182	3,16235032												
260	45	0	1	5679	7183	3,162466936												
350	358	0	0	5679	7184	3,162026726												
86	270	0	1	5680	7185	3,162143354												
186	341	0	1	5681	7186	3,16225995												
143	152	0	1	5682	7187	3,162376513												
139	38	0	1	5683	7188	3,162493044												
251	152	0	1	5684	7189	3,162609542												
323	357	0	1	5685	7190	3,162726008												
64	165	0	1	5686	7191	3,162842442												
107	229	0	1	5687	7192	3,162958843												
73	19	0	0	5687	7193	3,162519116												
294	96	0	1	5688	7194	3,16263553												
274	144	0	1	5689	7195	3,162751911												
249	87	0	1	5690	7196	3,16286826												
128	28	0	1	5691	7197	3,162984577												
263	243	0	1	5692	7198	3,163100861												
326	46	0	1	5693	7199	3,163217113												
179	390	0	1	5694	7200	3,163333333												
166	245	0	1	5695	7201	3,163449521												
35	311	0	1	5696	7202	3,163565676												
176	181	0	1	5697	7203	3,163681799												
262	271	0	1	5698	7204	3,16379789												
352	53	0	0	5698	7205	3,163358779												
250	346	0	1	5699	7206	3,163474882												
289	182	0	1	5700	7207	3,163590953												
110	160	0	1	5701	7208	3,163706992												
94	243	0	1	5702	7209	3,163822999												
200	312	0	1	5703	7210	3,163938974												
318	253	0	1	5704	7211	3,164054916												
9	351	0	0	5704	7212	3,163616195												
30	110	0	1	5705	7213	3,16373215												
345	64	0	1	5706	7214	3,163848073												
285	47	0	1	5707	7215	3,163963964												
178	375	0	1	5708	7216	3,164079823												
109	8	0	0	5708	7217	3,163641402												
182	334	0	1	5709	7218	3,163757273												
125	96	0	1	5710	7219	3,163873113												
242	52	0	1	5711	7220	3,16398892												
308	161	0	1	5712	7221	3,164104695												
209	108	0	1	5713	7222	3,164220438												
268	287	0	1	5714	7223	3,164336148												
129	66	0	1	5715	7224	3,164451827												
84	84	0	1	5716	7225	3,164567474												
34	359	0	0	5716	7226	3,164129532												
213	194	0	1	5717	7227	3,164245192												
252	60	0	1	5718	7228	3,164360819												
4	11	0	0	5718	7229	3,163923088												
95	115	0	1	5719	7230	3,164038728												
334	394	0	0	5719	7231	3,163601162												
147	100	0	1	5720	7232	3,163716814												
70	174	0	1	5721	7233	3,163832435												
155	280	0	1	5722	7234	3,163948023												
235	292	0	1	5723	7235	3,16406358												
293	229	0	1	5724	7236	3,164179104												
216	246	0	1	5725	7237	3,164294597												
296	332	0	1	5726	7238	3,164410058												
22	237	0	1	5727	7239	3,164525487												
114	268	0	1	5728	7240	3,164640884												
389	142	0	1	5729	7241	3,164756249												
309	146	0	1	5730	7242	3,164871582												
108	323	0	1	5731	7243	3,164986884												
273	70	0	1	5732	7244	3,165102154												
112	251	0	1	5733	7245	3,165217391												
72	15	0	0	5733	7246	3,164780569												
297	368	0	1	5734	7247	3,164895819												
100	234	0	1	5735	7248	3,165011038												
177	280	0	1	5736	7249	3,165126224												
56	34	0	0	5736	7250	3,164689655												
288	192	0	1	5737	7251	3,164804855												
352	394	0	0	5737	7252	3,16436845												
90	169	0	1	5738	7253	3,164483662												
376	88	0	0	5738	7254	3,164047422												
267	154	0	1	5739	7255	3,164162646												
331	60	0	1	5740	7256	3,164277839												
111	311	0	1	5741	7257	3,164393												
233	100	0	1	5742	7258	3,164508129												
140	179	0	1	5743	7259	3,164623226												
248	220	0	1	5744	7260	3,164738292												
256	56	0	1	5745	7261	3,164853326												
120	174	0	1	5746	7262	3,164968328												
374	223	0	1	5747	7263	3,165083299												
43	375	0	0	5747	7264	3,164647577												
66	4	0	0	5747	7265	3,164211975												
276	216	0	1	5748	7266	3,164327002												
172	394	0	1	5749	7267	3,164441998												
221	60	0	1	5750	7268	3,164556962												
248	373	0	1	5751	7269	3,164671894												
63	142	0	1	5752	7270	3,164786795												
150	302	0	1	5753	7271	3,164901664												
283	40	0	1	5754	7272	3,165016502												
86	219	0	1	5755	7273	3,165131308												
112	349	0	1	5756	7274	3,165246082												
20	21	0	0	5756	7275	3,164810997												
284	59	0	1	5757	7276	3,164925783												
322	95	0	1	5758	7277	3,165040539												
90	20	0	0	5758	7278	3,164605661												
222	61	0	1	5759	7279	3,164720429												
92	170	0	1	5760	7280	3,164835165												
282	392	0	0	5760	7281	3,164400494												
353	277	0	1	5761	7282	3,164515243												
158	167	0	1	5762	7283	3,16462996												
105	348	0	1	5763	7284	3,164744646												
220	381	0	1	5764	7285	3,1648593												
1	249	0	0	5764	7286	3,164424925												
100	176	0	1	5765	7287	3,164539591												
254	262	0	1	5766	7288	3,164654226												
183	284	0	1	5767	7289	3,16476883												
2	384	0	0	5767	7290	3,164334705												
48	291	0	1	5768	7291	3,164449321												
299	212	0	1	5769	7292	3,164563906												
23	234	0	1	5770	7293	3,164678459												
285	360	0	1	5771	7294	3,164792981												
150	369	0	1	5772	7295	3,164907471												
150	244	0	1	5773	7296	3,16502193												
219	251	0	1	5774	7297	3,165136357												
317	275	0	1	5775	7298	3,165250754												
12	269	0	0	5775	7299	3,164817098												
275	225	0	1	5776	7300	3,164931507												
373	297	0	1	5777	7301	3,165045884												
316	30	0	0	5777	7302	3,164612435												
45	198	0	1	5778	7303	3,164726825												
17	391	0	0	5778	7304	3,164293538												
161	311	0	1	5779	7305	3,16440794												
253	232	0	1	5780	7306	3,16452231												
245	172	0	1	5781	7307	3,16463665												
379	243	0	1	5782	7308	3,164750958												
153	60	0	1	5783	7309	3,164865235												
44	2	0	0	5783	7310	3,164432285												
126	179	0	1	5784	7311	3,164546574												
354	51	0	0	5784	7312	3,164113786												
11	87	0	0	5784	7313	3,163681116												
342	102	0	1	5785	7314	3,163795461												
90	268	0	1	5786	7315	3,163909774												
311	16	0	0	5786	7316	3,16347731												
338	12	0	0	5786	7317	3,163044964												
366	240	0	1	5787	7318	3,163159333												
129	69	0	1	5788	7319	3,163273671												
280	208	0	1	5789	7320	3,163387978												
145	355	0	1	5790	7321	3,163502254												
1	282	0	0	5790	7322	3,163070199												
132	104	0	1	5791	7323	3,163184487												
82	205	0	1	5792	7324	3,163298744												
206	245	0	1	5793	7325	3,163412969												
331	14	0	0	5793	7326	3,162981163												
25	188	0	1	5794	7327	3,163095401												
352	260	0	1	5795	7328	3,163209607												
271	162	0	1	5796	7329	3,163323782												
3	166	0	1	5797	7330	3,163437926												
188	390	0	1	5798	7331	3,163552039												
374	163	0	1	5799	7332	3,163666121												
339	38	0	0	5799	7333	3,163234692												
171	183	0	1	5800	7334	3,163348786												
0	41	0	0	5800	7335	3,162917519												
244	84	0	1	5801	7336	3,163031625												
329	296	0	1	5802	7337	3,1631457												
9	349	0	0	5802	7338	3,162714636												
219	137	0	1	5803	7339	3,162828723												
280	272	0	1	5804	7340	3,162942779												
323	375	0	0	5804	7341	3,162511919												
160	250	0	1	5805	7342	3,162625987												
145	333	0	1	5806	7343	3,162740025												
168	257	0	1	5807	7344	3,162854031												
16	230	0	1	5808	7345	3,162968005												
197	122	0	1	5809	7346	3,163081949												
184	306	0	1	5810	7347	3,163195862												
99	329	0	1	5811	7348	3,163309744												
34	113	0	1	5812	7349	3,163423595												
39	318	0	1	5813	7350	3,163537415												
25	59	0	0	5813	7351	3,16310706												
160	261	0	1	5814	7352	3,163220892												
280	210	0	1	5815	7353	3,163334693												
117	266	0	1	5816	7354	3,163448463												
46	60	0	0	5816	7355	3,163018355												
385	91	0	0	5816	7356	3,162588363												
381	6	0	0	5816	7357	3,162158489												
227	77	0	1	5817	7358	3,162272357												
170	6	0	1	5818	7359	3,162386194												
18	393	0	0	5818	7360	3,161956522												
189	229	0	1	5819	7361	3,162070371												
219	268	0	1	5820	7362	3,162184189												
84	381	0	0	5820	7363	3,16175472												
262	33	0	1	5821	7364	3,16186855												
24	282	0	1	5822	7365	3,161982349												
45	396	0	0	5822	7366	3,161553082												
157	229	0	1	5823	7367	3,161666893												
204	253	0	1	5824	7368	3,161780673												
255	231	0	1	5825	7369	3,161894423												
159	50	0	1	5826	7370	3,162008141												
299	123	0	1	5827	7371	3,162121829												
166	351	0	1	5828	7372	3,162235486												
93	180	0	1	5829	7373	3,162349112												
275	41	0	1	5830	7374	3,162462707												
127	50	0	1	5831	7375	3,162576271												
4	306	0	0	5831	7376	3,162147505												
255	18	0	1	5832	7377	3,162261082												
328	60	0	1	5833	7378	3,162374627												
388	242	0	1	5834	7379	3,162488142												
341	235	0	1	5835	7380	3,162601626												
181	29	0	1	5836	7381	3,162715079												
180	176	0	1	5837	7382	3,162828502												
361	337	0	0	5837	7383	3,162400108												
211	161	0	1	5838	7384	3,162513543												
316	77	0	1	5839	7385	3,162626947												
186	243	0	1	5840	7386	3,16274032												
224	144	0	1	5841	7387	3,162853662												
270	220	0	1	5842	7388	3,162966973												
311	139	0	1	5843	7389	3,163080254												
285	260	0	1	5844	7390	3,163193505												
61	64	0	1	5845	7391	3,163306724												
128	247	0	1	5846	7392	3,163419913												
91	28	0	0	5846	7393	3,162992019												
326	185	0	1	5847	7394	3,16310522												
17	295	0	0	5847	7395	3,162677485												
129	203	0	1	5848	7396	3,162790698												
71	165	0	1	5849	7397	3,16290388												
26	203	0	1	5850	7398	3,163017032												
95	236	0	1	5851	7399	3,163130153												
166	329	0	1	5852	7400	3,163243243												
182	55	0	1	5853	7401	3,163356303												
121	239	0	1	5854	7402	3,163469333												
207	208	0	1	5855	7403	3,163582331												
213	112	0	1	5856	7404	3,1636953												
334	229	0	1	5857	7405	3,163808238												
381	40	0	0	5857	7406	3,163381042												
315	30	0	0	5857	7407	3,162953962												
343	29	0	0	5857	7408	3,162526998												
114	167	0	1	5858	7409	3,162640032												
126	81	0	1	5859	7410	3,162753036												
369	26	0	0	5859	7411	3,162326272												
263	116	0	1	5860	7412	3,162439288												
261	1	0	0	5860	7413	3,16201268												
336	307	0	1	5861	7414	3,162125708												
284	9	0	0	5861	7415	3,161699258												
387	345	0	0	5861	7416	3,161272923												
152	22	0	1	5862	7417	3,161386005												
82	321	0	1	5863	7418	3,161499056												
202	246	0	1	5864	7419	3,161612077												
21	319	0	0	5864	7420	3,161185984												
347	31	0	0	5864	7421	3,160760005												
319	380	0	0	5864	7422	3,160334142												
290	359	0	1	5865	7423	3,160447259												
371	52	0	0	5865	7424	3,160021552												
116	194	0	1	5866	7425	3,16013468												
96	252	0	1	5867	7426	3,160247778												
176	119	0	1	5868	7427	3,160360846												
111	353	0	1	5869	7428	3,160473883												
242	326	0	1	5870	7429	3,160586889												
187	51	0	1	5871	7430	3,160699865												
400	339	0	0	5871	7431	3,160274526												
233	355	0	1	5872	7432	3,160387513												
397	269	0	0	5872	7433	3,15996233												
68	344	0	1	5873	7434	3,16007533												
322	376	0	0	5873	7435	3,159650303												
186	9	0	1	5874	7436	3,159763314												
355	208	0	1	5875	7437	3,159876294												
104	60	0	1	5876	7438	3,159989244												
373	46	0	0	5876	7439	3,159564458												
358	165	0	1	5877	7440	3,159677419												
267	345	0	1	5878	7441	3,159790351												
206	186	0	1	5879	7442	3,159903252												
290	387	0	0	5879	7443	3,159478705												
15	148	0	1	5880	7444	3,159591617												
78	343	0	1	5881	7445	3,1597045												
322	297	0	1	5882	7446	3,159817352												
274	91	0	1	5883	7447	3,159930173												
159	293	0	1	5884	7448	3,160042965												
380	144	0	1	5885	7449	3,160155726												
318	199	0	1	5886	7450	3,160268456												
288	192	0	1	5887	7451	3,160381157												
365	170	0	1	5888	7452	3,160493827												
131	139	0	1	5889	7453	3,160606467												
119	212	0	1	5890	7454	3,160719077												
26	347	0	0	5890	7455	3,160295104												
361	59	0	0	5890	7456	3,159871245												
220	256	0	1	5891	7457	3,159983908												
286	247	0	1	5892	7458	3,160096541												
287	153	0	1	5893	7459	3,160209143												
251	252	0	1	5894	7460	3,160321716												
361	393	0	0	5894	7461	3,159898137												
388	33	0	0	5894	7462	3,159474672												
68	121	0	1	5895	7463	3,159587297												
50	104	0	1	5896	7464	3,159699893												
198	377	0	1	5897	7465	3,159812458												
156	112	0	1	5898	7466	3,159924993												
18	7	0	0	5898	7467	3,159501808												
294	66	0	1	5899	7468	3,159614355												
102	6	0	0	5899	7469	3,159191324												
166	222	0	1	5900	7470	3,159303882												
288	271	0	1	5901	7471	3,15941641												
367	391	0	0	5901	7472	3,158993576												
45	158	0	1	5902	7473	3,159106115												
399	47	0	0	5902	7474	3,158683436												
56	317	0	1	5903	7475	3,158795987												
352	285	0	1	5904	7476	3,158908507												
268	351	0	1	5905	7477	3,159020998												
96	393	0	0	5905	7478	3,158598556												
14	161	0	1	5906	7479	3,158711058												
233	236	0	1	5907	7480	3,158823529												
5	145	0	0	5907	7481	3,158401283												
312	153	0	1	5908	7482	3,158513766												
64	292	0	1	5909	7483	3,158626219												
90	353	0	1	5910	7484	3,158738642												
244	290	0	1	5911	7485	3,158851035												
29	281	0	1	5912	7486	3,158963398												
190	398	0	1	5913	7487	3,159075731												
199	280	0	1	5914	7488	3,159188034												
254	108	0	1	5915	7489	3,159300307												
318	152	0	1	5916	7490	3,15941255												
353	184	0	1	5917	7491	3,159524763												
135	377	0	1	5918	7492	3,159636946												
43	348	0	0	5918	7493	3,159215268												
250	55	0	1	5919	7494	3,159327462												
262	225	0	1	5920	7495	3,159439626												
178	245	0	1	5921	7496	3,159551761												
44	140	0	1	5922	7497	3,159663866												
106	341	0	1	5923	7498	3,15977594												
44	43	0	0	5923	7499	3,159354581												
105	224	0	1	5924	7500	3,159466667												
228	329	0	1	5925	7501	3,159578723												
155	101	0	1	5926	7502	3,159690749												
369	360	0	0	5926	7503	3,159269625												
128	353	0	1	5927	7504	3,159381663												
288	353	0	1	5928	7505	3,159493671												
370	184	0	1	5929	7506	3,159605649												
271	324	0	1	5930	7507	3,159717597												
8	203	0	1	5931	7508	3,159829515												
366	18	0	0	5931	7509	3,15940871												
325	181	0	1	5932	7510	3,159520639												
209	233	0	1	5933	7511	3,159632539												
279	19	0	1	5934	7512	3,159744409												
339	110	0	1	5935	7513	3,159856249												
20	399	0	0	5935	7514	3,15943572												
387	117	0	0	5935	7515	3,159015303												
359	140	0	1	5936	7516	3,159127195												
351	279	0	1	5937	7517	3,159239058												
189	387	0	1	5938	7518	3,159350891												
16	361	0	0	5938	7519	3,158930709												
84	391	0	0	5938	7520	3,158510638												
289	141	0	1	5939	7521	3,158622524												
296	292	0	1	5940	7522	3,158734379												
51	382	0	0	5940	7523	3,158314502												
192	399	0	1	5941	7524	3,158426369												
27	392	0	0	5941	7525	3,158006645												
323	32	0	0	5941	7526	3,157587032												
249	71	0	1	5942	7527	3,15769895												
300	400	0	0	5942	7528	3,15727949												
210	149	0	1	5943	7529	3,15739142												
374	256	0	1	5944	7530	3,15750332												
170	100	0	1	5945	7531	3,157615191												
9	293	0	0	5945	7532	3,157195964												
337	154	0	1	5946	7533	3,157307845												
104	320	0	1	5947	7534	3,157419697												
160	117	0	1	5948	7535	3,15753152												
94	334	0	1	5949	7536	3,157643312												
394	361	0	0	5949	7537	3,15722436												
399	330	0	0	5949	7538	3,156805519												
346	306	0	1	5950	7539	3,156917363												
101	398	0	0	5950	7540	3,156498674												
151	199	0	1	5951	7541	3,156610529												
150	261	0	1	5952	7542	3,156722355												
380	54	0	0	5952	7543	3,156303858												
33	397	0	0	5952	7544	3,155885472												
72	139	0	1	5953	7545	3,155997349												
230	378	0	1	5954	7546	3,156109197												
264	93	0	1	5955	7547	3,156221015												
149	299	0	1	5956	7548	3,156332803												
91	399	0	0	5956	7549	3,155914691												
184	80	0	1	5957	7550	3,15602649												
44	337	0	0	5957	7551	3,155608529												
234	172	0	1	5958	7552	3,155720339												
327	222	0	1	5959	7553	3,15583212												
138	285	0	1	5960	7554	3,155943871												
253	245	0	1	5961	7555	3,156055592												
121	122	0	1	5962	7556	3,156167284												
124	39	0	1	5963	7557	3,156278947												
342	296	0	1	5964	7558	3,15639058												
213	212	0	1	5965	7559	3,156502183												
372	252	0	1	5966	7560	3,156613757												
39	347	0	0	5966	7561	3,15619627												
237	70	0	1	5967	7562	3,156307855												
293	279	0	1	5968	7563	3,15641941												
204	45	0	1	5969	7564	3,156530936												
284	156	0	1	5970	7565	3,156642432												
160	346	0	1	5971	7566	3,156753899												
249	72	0	1	5972	7567	3,156865336												
152	15	0	1	5973	7568	3,156976744												
143	121	0	1	5974	7569	3,157088123												
96	107	0	1	5975	7570	3,157199472												
59	189	0	1	5976	7571	3,157310791												
42	329	0	0	5976	7572	3,156893819												
157	44	0	1	5977	7573	3,15700515												
3	318	0	0	5977	7574	3,156588328												
17	322	0	0	5977	7575	3,156171617												
348	214	0	1	5978	7576	3,156282999												
375	223	0	1	5979	7577	3,156394351												
37	191	0	1	5980	7578	3,156505674												
307	100	0	1	5981	7579	3,156616968												
20	32	0	0	5981	7580	3,156200528												
149	399	0	0	5981	7581	3,155784197												
94	228	0	1	5982	7582	3,155895542												
173	294	0	1	5983	7583	3,156006857												
17	313	0	0	5983	7584	3,155590717												
83	226	0	1	5984	7585	3,155702044												
294	333	0	1	5985	7586	3,15581334												
156	307	0	1	5986	7587	3,155924608												
361	365	0	0	5986	7588	3,155508698												
285	45	0	1	5987	7589	3,155619976												
263	235	0	1	5988	7590	3,155731225												
88	185	0	1	5989	7591	3,155842445												
295	19	0	0	5989	7592	3,155426765												
337	343	0	1	5990	7593	3,155537996												
4	65	0	0	5990	7594	3,155122465												
204	17	0	1	5991	7595	3,155233706												
156	384	0	1	5992	7596	3,155344918												
195	262	0	1	5993	7597	3,155456101												
236	195	0	1	5994	7598	3,155567255												
20	264	0	1	5995	7599	3,155678379												
127	63	0	1	5996	7600	3,155789474												
103	122	0	1	5997	7601	3,155900539												
174	395	0	1	5998	7602	3,156011576												
332	273	0	1	5999	7603	3,156122583												
287	128	0	1	6000	7604	3,156233561												
248	384	0	1	6001	7605	3,15634451												
110	351	0	1	6002	7606	3,15645543												
119	323	0	1	6003	7607	3,15656632												
33	373	0	0	6003	7608	3,15615142												
267	282	0	1	6004	7609	3,156262321												
221	30	0	1	6005	7610	3,156373193												
317	124	0	1	6006	7611	3,156484036												
115	34	0	1	6007	7612	3,15659485												
397	147	0	0	6007	7613	3,156180218												
34	243	0	1	6008	7614	3,156291043												
102	276	0	1	6009	7615	3,156401838												
157	152	0	1	6010	7616	3,156512605												
190	109	0	1	6011	7617	3,156623343												
227	279	0	1	6012	7618	3,156734051												
49	62	0	0	6012	7619	3,156319727												
157	109	0	1	6013	7620	3,156430446												
136	345	0	1	6014	7621	3,156541136												
360	169	0	1	6015	7622	3,156651797												
277	221	0	1	6016	7623	3,156762429												
349	54	0	0	6016	7624	3,156348374												
329	17	0	0	6016	7625	3,155934426												
34	192	0	1	6017	7626	3,156045109												
219	372	0	1	6018	7627	3,156155762												
142	160	0	1	6019	7628	3,156266387												
324	57	0	1	6020	7629	3,156376983												
356	335	0	0	6020	7630	3,155963303												
195	251	0	1	6021	7631	3,156073909												
1	266	0	0	6021	7632	3,155660377												
257	354	0	1	6022	7633	3,155770994												
58	390	0	0	6022	7634	3,155357611												
379	60	0	0	6022	7635	3,154944335												
176	74	0	1	6023	7636	3,155055003												
371	157	0	1	6024	7637	3,155165641												
268	368	0	1	6025	7638	3,15527625												
302	235	0	1	6026	7639	3,155386831												
18	29	0	0	6026	7640	3,154973822												
337	170	0	1	6027	7641	3,155084413												
13	107	0	0	6027	7642	3,154671552												
302	251	0	1	6028	7643	3,154782154												
132	363	0	1	6029	7644	3,154892726												
325	195	0	1	6030	7645	3,15500327												
237	86	0	1	6031	7646	3,155113785												
212	321	0	1	6032	7647	3,155224271												
45	1	0	0	6032	7648	3,154811715												
293	131	0	1	6033	7649	3,154922212												
342	295	0	1	6034	7650	3,15503268												
66	265	0	1	6035	7651	3,155143119												
91	194	0	1	6036	7652	3,155253528												
178	145	0	1	6037	7653	3,15536391												
227	19	0	1	6038	7654	3,155474262												
187	305	0	1	6039	7655	3,155584585												
195	154	0	1	6040	7656	3,15569488												
86	233	0	1	6041	7657	3,155805146												
156	131	0	1	6042	7658	3,155915383												
358	388	0	0	6042	7659	3,155503329												
316	384	0	0	6042	7660	3,155091384												
266	263	0	1	6043	7661	3,155201671												
1	310	0	0	6043	7662	3,154789872												
120	399	0	0	6043	7663	3,154378181												
221	376	0	1	6044	7664	3,154488518												
369	330	0	0	6044	7665	3,154076973												
182	217	0	1	6045	7666	3,154187321												
283	96	0	1	6046	7667	3,154297639												
11	72	0	0	6046	7668	3,153886281												
255	166	0	1	6047	7669	3,15399661												
180	358	0	1	6048	7670	3,15410691												
136	48	0	1	6049	7671	3,154217182												
136	130	0	1	6050	7672	3,154327424												
151	82	0	1	6051	7673	3,154437638												
182	297	0	1	6052	7674	3,154547824												
191	38	0	1	6053	7675	3,15465798												
60	25	0	0	6053	7676	3,154247004												
174	232	0	1	6054	7677	3,154357171												
362	229	0	1	6055	7678	3,154467309												
74	391	0	0	6055	7679	3,154056518												
326	375	0	0	6055	7680	3,153645833												
344	286	0	1	6056	7681	3,153756021												
276	34	0	1	6057	7682	3,153866181												
151	56	0	1	6058	7683	3,153976311												
281	201	0	1	6059	7684	3,154086413												
321	272	0	1	6060	7685	3,154196487												
185	366	0	1	6061	7686	3,154306531												
53	298	0	1	6062	7687	3,154416547												
274	120	0	1	6063	7688	3,154526535												
193	231	0	1	6064	7689	3,154636494												
392	90	0	0	6064	7690	3,154226268												
103	251	0	1	6065	7691	3,154336237												
376	163	0	1	6066	7692	3,154446178												
142	134	0	1	6067	7693	3,15455609												
91	18	0	0	6067	7694	3,154146088												
202	349	0	1	6068	7695	3,15425601												
67	239	0	1	6069	7696	3,154365904												
188	55	0	1	6070	7697	3,15447577												
39	202	0	1	6071	7698	3,154585607												
259	204	0	1	6072	7699	3,154695415												
262	239	0	1	6073	7700	3,154805195												
253	142	0	1	6074	7701	3,154914946												
214	318	0	1	6075	7702	3,155024669												
298	244	0	1	6076	7703	3,155134363												
212	106	0	1	6077	7704	3,155244029												
226	399	0	0	6077	7705	3,154834523												
303	180	0	1	6078	7706	3,154944199												
152	142	0	1	6079	7707	3,155053847												
309	382	0	0	6079	7708	3,154644525												
397	314	0	0	6079	7709	3,154235309												
265	195	0	1	6080	7710	3,154345006												
30	261	0	1	6081	7711	3,154454675												
32	168	0	1	6082	7712	3,154564315												
307	145	0	1	6083	7713	3,154673927												
146	356	0	1	6084	7714	3,154783511												
96	212	0	1	6085	7715	3,154893065												
29	111	0	1	6086	7716	3,155002592												
144	124	0	1	6087	7717	3,15511209												
292	84	0	1	6088	7718	3,15522156												
142	388	0	1	6089	7719	3,155331001												
364	190	0	1	6090	7720	3,155440415												
350	177	0	1	6091	7721	3,155549799												
38	28	0	0	6091	7722	3,155141155												
83	23	0	0	6091	7723	3,154732617												
68	341	0	1	6092	7724	3,154842051												
276	142	0	1	6093	7725	3,154951456												
112	85	0	1	6094	7726	3,155060834												
277	349	0	1	6095	7727	3,155170182												
244	220	0	1	6096	7728	3,155279503												
13	143	0	1	6097	7729	3,155388795												
268	101	0	1	6098	7730	3,15549806												
85	260	0	1	6099	7731	3,155607295												
66	97	0	1	6100	7732	3,155716503												
304	41	0	1	6101	7733	3,155825682												
66	390	0	0	6101	7734	3,155417636												
256	263	0	1	6102	7735	3,155526826												
304	233	0	1	6103	7736	3,155635988												
77	293	0	1	6104	7737	3,155745121												
2	24	0	0	6104	7738	3,155337296												
120	324	0	1	6105	7739	3,15544644												
238	14	0	1	6106	7740	3,155555556												
165	83	0	1	6107	7741	3,155664643												
107	199	0	1	6108	7742	3,155773702												
89	15	0	0	6108	7743	3,155366137												
160	148	0	1	6109	7744	3,155475207												
387	199	0	1	6110	7745	3,155584248												
391	384	0	0	6110	7746	3,155176865												
312	294	0	1	6111	7747	3,155285917												
206	211	0	1	6112	7748	3,155394941												
138	103	0	1	6113	7749	3,155503936												
1	122	0	0	6113	7750	3,155096774												
153	56	0	1	6114	7751	3,15520578												
116	286	0	1	6115	7752	3,155314757												
200	220	0	1	6116	7753	3,155423707												
199	5	0	1	6117	7754	3,155532628												
54	291	0	1	6118	7755	3,155641522												
331	400	0	0	6118	7756	3,155234657												
221	377	0	1	6119	7757	3,155343561												
328	232	0	1	6120	7758	3,155452436												
167	245	0	1	6121	7759	3,155561284												
141	307	0	1	6122	7760	3,155670103												
11	101	0	0	6122	7761	3,155263497												
106	151	0	1	6123	7762	3,155372327												
115	364	0	1	6124	7763	3,155481128												
9	345	0	0	6124	7764	3,155074704												
302	164	0	1	6125	7765	3,155183516												
18	62	0	0	6125	7766	3,154777234												
373	79	0	0	6125	7767	3,154371057												
190	52	0	1	6126	7768	3,154479918												
91	170	0	1	6127	7769	3,15458875												
125	135	0	1	6128	7770	3,154697555												
